32#	Number	of	sensors																	
#	x	z																		
0	0.06																			
0.1	0.15																			
0.15	0.2																			
0.24	0.22																			
0.36	0.22																			
0.43	0.19																			
0.51	0.13																			
0.57	0.04																			
0.74	0.04																			
0.82	0.12																			
0.93	0.19																			
1	0.23																			
1.1	0.22																			
1.19	0.17																			
1.24	0.11																			
1.33	0.02																			
1.5	0.02																			
1.56	0.11																			
1.63	0.15																			
1.68	0.2																			
1.85	0.21																			
1.93	0.15																			
2	0.1																			
2.08	0.04																			
2.22	0.05																			
2.33	0.12																			
2.39	0.2																			
2.46	0.25																			
2.59	0.26																			
2.66	0.2																			
2.72	0.13																			
2.79	0.04																			
1342#	Number	of	data																	
#a	b	m	n	R	err															
1	2	3	4	-595.8267	0.246696															
6	8	2	4	-363.2577	0											
7	8	1	2	-13.8759	0											
7	8	2	3	-20.04291	-0.000108										
7	8	3	4	-65.22923	0.013886										
7	8	4	5	-157.6804	0											
7	8	5	6	-764.8776	-0.111091										
7	9	1	3	-55.21413	-0.002821										
7	9	3	5	-318.0327	0.127669										
8	9	1	2	-9.393425	-0.000042										
8	9	2	3	-11.92623	-0.000085										
8	9	3	4	-32.5182	0.007781										
8	9	4	5	-63.3113	-0.001375										
8	9	5	6	-214.7296	0											
8	9	6	7	-171.4013	0.06225											
7	10	1	4	-155.7133	-0.009799										
8	10	2	4	-46.78178	0.019473										
8	10	4	6	-291.6561	0.077893										
9	10	1	2	-0.667145	0.00028											
9	10	2	3	-0.797391	0.000606										
9	10	3	4	-1.540243	0.000793										
9	10	4	5	-3.142326	0.002049										
9	10	5	6	-10.74731	0.008196										
9	10	6	7	-8.227893	0.005796										
9	10	7	8	-53.43698	0.041473										
8	11	2	5	-114.9641	0.094271										
9	11	1	3	-2.034901	0.003981										
9	11	3	5	-6.072822	0.01182											
9	11	5	7	-26.44943	0.048151										
10	11	1	2	-0.122668	0.000627										
10	11	2	3	-0.441989	0.001297										
10	11	3	4	-0.365943	0.001802										
10	11	4	5	-1.010399	0.003707										
10	11	5	6	-4.296496	0.01231											
10	11	6	7	-3.150392	0.008575										
10	11	7	8	-16.32213	0.052286										
10	11	8	9	-152.4753	0.527662										
9	12	3	6	-31.72476	0											
10	12	2	4	-1.573059	0.000858										
10	12	4	6	-15.53327	-0.000037										
10	12	6	8	-51.09061	-0.001214										
11	12	2	3	-0.385133	0.000213										
11	12	3	4	-0.36484	0.000578										
11	12	4	5	-1.675304	0.000853										
11	12	5	6	-8.530254	0											
11	12	6	7	-5.96899	0.001394										
11	12	7	8	-25.56882	-0.000087										
11	12	8	9	-174.0993	0											
11	12	9	10	-408.1582	0.725038										
9	13	1	5	-17.80488	0											
10	13	1	4	-6.160824	0.002506										
10	13	4	7	-36.31946	0.017363										
11	13	1	3	-2.836075	0.002212										
11	13	3	5	-6.86027	0.003498										
11	13	5	7	-23.35792	0.012516										
11	13	7	9	-299.9903	0.200257										
12	13	3	4	-2.008976	0.001473										
12	13	4	5	-2.807873	0.001647										
12	13	5	6	-5.417946	0.002947										
12	13	6	7	-3.430961	0.001805										
12	13	7	8	-15.9422	0.009321										
12	13	8	9	-84.27423	0.057763										
12	13	9	10	-123.0477	0.033349										
12	13	10	11	-283.4208	0.282982										
10	14	2	6	-31.40234	-0.000228										
11	14	2	5	-10.45617	0.00487											
11	14	5	8	-69.38128	0.019483										
12	14	2	4	-4.17083	0.002413										
12	14	4	6	-10.12227	0.002413										
12	14	6	8	-23.02071	0.006826										
12	14	8	10	-239.4605	0.154477										
13	14	4	5	-1.031186	0.001039										
13	14	5	6	-0.84664	0.000313										
13	14	6	7	-0.434641	0.000156										
13	14	7	8	-3.170278	0.001535										
13	14	8	9	-14.61353	0.007092										
13	14	9	10	-17.45241	0.007092										
13	14	10	11	-33.35678	0.012284										
13	14	11	12	-181.2978	0.133071										
11	15	3	7	-37.83102	0.014302										
12	15	3	6	-16.69492	0.006793										
12	15	6	9	-146.0427	0.076861										
13	15	1	3	-1.306739	0.001011										
13	15	3	5	-4.291022	0.004953										
13	15	5	7	-3.29881	0											
13	15	7	9	-40.87317	0.02707											
13	15	9	11	-110.4752	0.040927										
14	15	5	6	-1.293222	0.000677										
14	15	6	7	-0.729329	0.001192										
14	15	7	8	-4.21962	0.002709										
14	15	8	9	-18.82296	0.011872										
14	15	9	10	-21.43758	0.009693										
14	15	10	11	-37.99571	0.016789										
14	15	11	12	-196.9153	0.094977										
14	15	12	13	-1655.651	0.759816										
12	16	4	8	-45.15743	0.017296										
13	16	1	4	-4.283253	0.004005										
13	16	4	7	-7.68907	0.003469										
13	16	7	10	-101.7583	0.045321										
14	16	2	4	-2.107126	0.001669										
14	16	4	6	-4.123547	0.001112										
14	16	6	8	-7.824004	0.002225										
14	16	8	10	-59.76473	0											
14	16	10	12	-324.8177	0.071219										
15	16	6	7	-0.53661	0											
15	16	7	8	-2.360827	0.00076											
15	16	8	9	-9.667761	0.003725										
15	16	9	10	-9.816922	0.002151										
15	16	10	11	-15.55909	0											
15	16	11	12	-74.55961	0.029807										
15	16	12	13	-348.7146	0.097351										
15	16	13	14	-261.308	0											
13	17	1	5	-9.655713	0.005768										
13	17	5	9	-73.08951	-0.000912										
14	17	2	5	-6.046073	-0.000005										
14	17	5	8	-15.72021	-0.000041										
14	17	8	11	-139.8524	0.030116										
15	17	1	3	-1.210706	0.000287										
15	17	3	5	-2.847042	0											
15	17	5	7	-4.225772	0											
15	17	7	9	-24.73208	0											
15	17	9	11	-42.23061	0											
15	17	11	13	-613.2223	0.147279										
16	17	7	8	-2.906884	0											
16	17	8	9	-9.764665	0.002234										
16	17	9	10	-7.091287	0											
16	17	10	11	-9.708725	0.002234										
16	17	11	12	-43.05815	-0.000558										
16	17	12	13	-145.462	-0.004468										
16	17	13	14	-77.37408	-0.002234										
16	17	14	15	-172.0769	0.050557										
14	18	2	6	-10.79139	0.004276										
14	18	6	10	-91.20278	0.024192										
15	18	3	6	-6.219693	0.002446										
15	18	6	9	-28.53285	0.006918										
15	18	9	12	-164.89		0.039136											
16	18	2	4	-1.30734	0.001075										
16	18	4	6	-3.252766	0											
16	18	6	8	-4.793582	0.001297										
16	18	8	10	-18.88603	0.007337										
16	18	10	12	-56.89684	0.014674										
16	18	12	14	-239.1778	0											
17	18	8	9	-1.41108	0.001717										
17	18	9	10	-0.627975	0.001043										
17	18	10	11	-0.773247	0.001726										
17	18	11	12	-3.380321	0.007511										
17	18	12	13	-11.12938	0.013436										
17	18	13	14	-5.387905	0.005359										
17	18	14	15	-10.96756	0.012153										
17	18	15	16	-28.34495	0.030316										
15	19	3	7	-8.719617	0.029049										
15	19	7	11	-72.6359	0.24194											
16	19	1	4	-2.027086	0.006544										
16	19	4	7	-5.142197	0.016652										
16	19	7	10	-24.13623	0.077416										
16	19	10	13	-224.2454	0.702562										
17	19	1	3	-0.31683	0.001118										
17	19	3	5	-0.555614	0.002158										
17	19	5	7	-1.088344	0.003977										
17	19	7	9	-3.229271	0.012315										
17	19	9	11	-2.521945	0.010565										
17	19	11	13	-24.94849	0.098248										
17	19	13	15	-27.23746	0.104436										
18	19	9	10	-0.536053	0.002407										
18	19	10	11	-0.5809		0.002834											
18	19	11	12	-2.16715	0.011284										
18	19	12	13	-8.238259	0.03246											
18	19	13	14	-4.086688	0.015191										
18	19	14	15	-6.78349	0.025916										
18	19	15	16	-12.40945	0.044282										
18	19	16	17	-155.2093	0.492795										
16	20	4	8	-9.565357	0.00271											
16	20	8	12	-75.33923	0											
17	20	2	5	-0.889772	0.000887										
17	20	5	8	-2.518579	0											
17	20	8	11	-4.389376	-0.000003										
17	20	11	14	-41.49316	0.019302										
18	20	2	4	-0.277119	0.000875										
18	20	4	6	-0.694398	0.000179										
18	20	6	8	-0.798411	0.000311										
18	20	8	10	-1.646586	0.000359										
18	20	10	12	1.913731	0.006503										
18	20	12	14	-23.47544	0.012848										
18	20	14	16	-33.55103	0.021498										
19	20	10	11	0.624449	0.002459										
19	20	11	12	3.991164	0.014815										
19	20	12	13	-6.124162	0.007614										
19	20	13	14	-5.005908	0.009969										
19	20	14	15	-6.643767	0.012039										
19	20	15	16	-7.691499	0.009969										
19	20	16	17	-106.9986	0.200714										
19	20	17	18	-721.7379	1.235574										
17	21	1	5	-1.453197	0.000989										
17	21	5	9	-6.641525	-0.000004										
17	21	9	13	-37.56693	0.009136										
18	21	3	6	-1.278839	0.000856										
18	21	6	9	-3.31793	0											
18	21	9	12	-5.011359	0											
18	21	12	15	-39.09554	0.009134										
19	21	1	3	-0.231416	0.001294										
19	21	3	5	-0.352078	0.000744										
19	21	5	7	-0.663349	0.000851										
19	21	7	9	-1.672575	0.002895										
19	21	9	11	-0.849509	0.000602										
19	21	11	13	-9.389818	0.008798										
19	21	13	15	-11.5441	0.025902										
19	21	15	17	-161.421	0.446652										
20	21	11	12	-4.833287	0.007201										
20	21	12	13	-2.323502	0.0006											
20	21	13	14	0.425024	0.002245										
20	21	14	15	-0.342312	0.001723										
20	21	15	16	-2.591996	0.000848										
20	21	16	17	-43.85313	0.028805										
20	21	17	18	-254.1689	0.133047										
20	21	18	19	-265.5772	0.297502										
18	22	2	6	-1.801966	0.001358										
18	22	6	10	-5.661518	0.002353										
18	22	10	14	-34.12011	0.013312										
19	22	1	4	-0.536938	0.003973										
19	22	4	7	-1.195523	0.006661										
19	22	7	10	-3.393307	0.017861										
19	22	10	13	-15.01497	0.069671										
19	22	13	16	-22.73057	0.117309										
20	22	2	4	-0.275883	0.000387										
20	22	4	6	-0.564661	0.00062											
20	22	6	8	-0.666707	0.000853										
20	22	8	10	-2.523478	0.00422											
20	22	10	12	-9.729857	0.021067										
20	22	12	14	-2.787923	0.002984										
20	22	14	16	-4.168509	0.002027										
20	22	16	18	-421.5721	0.589829										
21	22	12	13	-1.327674	0.000952										
21	22	13	14	0.413727	0.00155											
21	22	14	15	0.009531	0.001001										
21	22	15	16	-1.269789	0.001184										
21	22	16	17	-21.93415	0.026805										
21	22	17	18	-102.4752	0.127399										
21	22	18	19	-87.40434	0.036777										
21	22	19	20	-796.8939	1.060816										
19	23	3	7	-1.932584	0.011058										
19	23	7	11	-5.783497	0.027526										
19	23	11	15	-29.10084	0.132836										
20	23	2	5	-0.75116	0.000745										
20	23	5	8	-1.524929	0.000666										
20	23	8	11	-5.29579	0.005335										
20	23	11	14	-14.09643	0.009981										
20	23	14	17	-88.45653	0.030182										
21	23	3	5	-0.364374	0.000406										
21	23	5	7	-0.532169	0.000419										
21	23	7	9	-1.563414	0.00178											
21	23	9	11	-1.677051	0.00262											
21	23	11	13	-7.390279	0.009194										
21	23	13	15	-0.64929	0.002658										
21	23	15	17	-40.9353	0.036777										
21	23	17	19	-275.769	0.442962										
22	23	13	14	-0.368681	0.000089										
22	23	14	15	-0.719827	0.000356										
22	23	15	16	-1.269702	0.000616										
22	23	16	17	-16.44664	0.009869										
22	23	17	18	-49.60808	0.027914										
22	23	18	19	-35.94051	0											
22	23	19	20	-167.9047	0.064464										
22	23	20	21	-444.528	0.182333										
20	24	4	8	-3.184127	0.00173											
20	24	8	12	-18.33333	0.027254										
20	24	12	16	-17.72803	0											
21	24	3	6	-1.489681	0.001073										
21	24	6	9	-3.435772	0.002421										
21	24	9	12	-8.811538	0.011574										
21	24	12	15	-8.380592	0											
21	24	15	18	-261.1681	0.165646										
22	24	4	6	-0.935049	0.0004											
22	24	6	8	-1.012685	0.000282										
22	24	8	10	-2.221029	0.001265										
22	24	10	12	-3.820066	0.002263										
22	24	12	14	-5.344056	0.001959										
22	24	14	16	-5.456171	0.0016											
22	24	16	18	-131.9211	0.03621											
22	24	18	20	-322.1861	0.072421										
23	24	14	15	-1.422458	0.000883										
23	24	15	16	-2.044034	0.001478										
23	24	16	17	-22.75965	0.015489										
23	24	17	18	-43.08131	0.025294										
23	24	18	19	-29.04566	0.01673											
23	24	19	20	-89.37217	0.050589										
23	24	20	21	-141.1624	0.087622										
23	24	21	22	-363.7141	0.247834										
21	25	1	5	-1.86573	0.001159										
21	25	5	9	-6.619024	0.005353										
21	25	9	13	-19.63445	0.018545										
21	25	13	17	-94.06475	0.047884										
22	25	1	4	-1.018489	0											
22	25	4	7	-2.353561	0.00074											
22	25	7	10	-4.946747	0.002342										
22	25	10	13	-12.85772	0.005131										
22	25	13	16	-11.17604	0.00419											
22	25	16	19	-269.1016	0.094811										
23	25	5	7	-1.447633	0.0009											
23	25	7	9	-3.061555	0.001973										
23	25	9	11	-1.722965	0.001065										
23	25	11	13	-8.821431	0.00558											
23	25	13	15	-4.719884	0.00279											
23	25	15	17	-47.77374	0.031569										
23	25	17	19	-123.4849	0.081511										
23	25	19	21	-352.3053	0.178581										
24	25	15	16	-2.052685	0.001407										
24	25	16	17	-20.87468	0.014738										
24	25	17	18	-30.87868	0.020843										
24	25	18	19	-20.37988	0.008509										
24	25	19	20	-52.35243	0.031839										
24	25	20	21	-69.38551	0.041687										
24	25	21	22	-130.9114	0.090056										
24	25	22	23	-710.5796	0.385096										
22	26	2	6	-2.625556	0											
22	26	6	10	-6.040942	0.001581										
22	26	10	14	-15.81458	0.004473										
22	26	14	18	-197.0287	-0.004473										
23	26	2	5	-1.18844	0											
23	26	5	8	-2.664052	-0.000001										
23	26	8	11	-4.171128	0.001108										
23	26	11	14	-11.35657	0.003135										
23	26	14	17	-53.11453	0											
23	26	17	20	-271.0244	0											
24	26	6	8	-0.984508	0.000283										
24	26	8	10	-1.826876	0.000567										
24	26	10	12	-2.44096	0											
24	26	12	14	-4.213813	0											
24	26	14	16	-4.051425	0.001135										
24	26	16	18	-55.62168	0											
24	26	18	20	-76.6476	0											
24	26	20	22	-209.1791	0											
25	26	16	17	-1.96253	0											
25	26	17	18	-1.907503	0.000491										
25	26	18	19	-1.273492	0											
25	26	19	20	-2.627575	0											
25	26	20	21	-3.170314	-0.000002										
25	26	21	22	-5.714365	0											
25	26	22	23	-21.27107	0											
25	26	23	24	-94.16272	0											
23	27	3	7	-2.725851	0.000766										
23	27	7	11	-5.525215	0.001532										
23	27	11	15	-15.15075	0.004333										
23	27	15	19	-179.5557	-0.004333										
24	27	3	6	-1.280783	0											
24	27	6	9	-2.564803	0											
24	27	9	12	-3.180703	0.001304										
24	27	12	15	-6.432752	0.001506										
24	27	15	18	-60.25198	0.017047										
24	27	18	21	-152.4732	0.034095										
25	27	7	9	-0.530857	0											
25	27	9	11	-0.21699	0.000086										
25	27	11	13	-1.047695	0.000243										
25	27	13	15	-0.566919	0.000172										
25	27	15	17	-3.529986	-0.000002										
25	27	17	19	-4.852729	-0.000005										
25	27	19	21	-8.369588	-0.000021										
25	27	21	23	-39.19126	-0.000344										
26	27	17	18	-1.01846	0.000755										
26	27	18	19	-0.671588	0.000511										
26	27	19	20	-1.203824	0.000435										
26	27	20	21	-1.38947	0.000689										
26	27	21	22	-3.072255	0.002757										
26	27	22	23	-9.190064	0.006975										
26	27	23	24	-34.6855	0.022058										
26	27	24	25	-222.4788	0.096655										
24	28	4	8	-2.294595	0											
24	28	8	12	-4.931073	0.001209										
24	28	12	16	-9.358721	0											
24	28	16	20	-137.9287	0.038711										
25	28	1	4	-0.266253	0.000804										
25	28	4	7	-0.477507	0.000483										
25	28	7	10	-0.838376	0.000268										
25	28	10	13	-1.467319	0.000758										
25	28	13	16	-1.256631	0											
25	28	16	19	-9.415505	0.003035										
25	28	19	22	-19.77692	0.004293										
26	28	8	10	-0.337232	0.000206										
26	28	10	12	-0.332907	0.000333										
26	28	12	14	-0.585761	0.000184										
26	28	14	16	-0.503827	0.000261										
26	28	16	18	-3.347358	0.001653										
26	28	18	20	-2.314833	0.000522										
26	28	20	22	-6.964294	0.004676										
26	28	22	24	-60.73687	0.033459										
27	28	18	19	-0.29388	0.000365										
27	28	19	20	-0.157748	0.000522										
27	28	20	21	-0.1278		0.000782											
27	28	21	22	-2.362435	0.003188										
27	28	22	23	-3.86799	0.00299											
27	28	23	24	-12.94695	0.010202										
27	28	24	25	-54.2866	0.02499											
27	28	25	26	-287.3944	0.199924										
25	29	1	5	-0.526142	0.000923										
25	29	5	9	-1.407218	0											
25	29	9	13	-2.106397	0.001377										
25	29	13	17	-6.294946	0.002463										
25	29	17	21	-17.43122	0											
26	29	2	5	-0.289995	0.000906										
26	29	5	8	-0.524755	0.000233										
26	29	8	11	-0.657697	0.000659										
26	29	11	14	-1.322515	0.001437										
26	29	14	17	-3.516244	0.002948										
26	29	17	20	-6.019824	0.003956										
26	29	20	23	-25.56473	0.02359											
27	29	9	11	-0.16897	0.000348										
27	29	11	13	-0.686688	0.000917										
27	29	13	15	-0.352583	0.000138										
27	29	15	17	-1.845157	0.001749										
27	29	17	19	-2.004192	0.001807										
27	29	19	21	-2.286288	0.000638										
27	29	21	23	-10.76578	0.010843										
27	29	23	25	-115.8989	0.086751										
28	29	19	20	-0.978771	0.00113											
28	29	20	21	-1.016003	0.000553										
28	29	21	22	-1.043529	0.001258										
28	29	22	23	-3.495759	0.003383										
28	29	23	24	-11.34327	0.010851										
28	29	24	25	-37.03668	0.033932										
28	29	25	26	-142.731	0.141763										
28	29	26	27	-353.97		0.542913											
26	30	2	6	-0.721968	0.002052										
26	30	6	10	-1.120437	0.000293										
26	30	10	14	-1.947859	0.002381										
26	30	14	18	-7.618043	0.008124										
26	30	18	22	-15.63748	0.014833										
27	30	3	6	-0.479463	0.00162											
27	30	6	9	-0.698399	0.00078											
27	30	9	12	-0.66098	0.001365										
27	30	12	15	-1.201863	0.000275										
27	30	15	18	-4.817113	0.004809										
27	30	18	21	-5.666369	0.008403										
27	30	21	24	-45.93485	0.027915										
28	30	10	12	-0.410165	0.001328										
28	30	12	14	-0.630609	0.000289										
28	30	14	16	-0.51842	0.000251										
28	30	16	18	-3.242804	0.00338											
28	30	18	20	-2.906503	0.00485											
28	30	20	22	-3.483243	0.001159										
28	30	22	24	-25.43011	0.017352										
28	30	24	26	-259.9161	0.181756										
29	30	20	21	-1.157469	0.004533										
29	30	21	22	-0.283653	0.002769										
29	30	22	23	-2.523433	0.003883										
29	30	23	24	-8.067131	0.01411											
29	30	24	25	-21.73094	0.040211										
29	30	25	26	-58.46228	0.120335										
29	30	26	27	-87.50218	0.194531										
29	30	27	28	-255.1837	0.535999										
27	31	3	7	-0.752082	0.000302										
27	31	7	11	-1.171187	0.000493										
27	31	11	15	-2.154769	0.000698										
27	31	15	19	-7.937637	0.003422										
27	31	19	23	-22.29266	0.007903										
28	31	1	4	-0.250847	0.000397										
28	31	4	7	-0.498866	0											
28	31	7	10	-0.817265	0.000311										
28	31	10	13	-1.235817	0.000623										
28	31	13	16	-0.999568	0.000509										
28	31	16	19	-5.951413	0.002037										
28	31	19	22	-7.677541	0.002881										
28	31	22	25	-111.1739	0.032605										
29	31	11	13	-0.718483	0.001308										
29	31	13	15	-0.392519	0.000763										
29	31	15	17	-1.887078	0.003608										
29	31	17	19	-2.203764	0.004419										
29	31	19	21	-4.377764	0.007756										
29	31	21	23	-4.847397	0.010118										
29	31	23	25	-54.61223	0.103948										
29	31	25	27	-259.7942	0.500131										
30	31	21	22	0.022648	0.00041											
30	31	22	23	-2.050788	0.002038										
30	31	23	24	-6.70394	0.005955										
30	31	24	25	-18.00711	0.015757										
30	31	25	26	-45.86171	0.039507										
30	31	26	27	-67.51679	0.055871										
30	31	27	28	-152.5919	0.130488										
30	31	28	29	-898.9191	0.830762										
28	32	4	8	-0.988014	0											
28	32	8	12	-1.495294	0.000412										
28	32	12	16	-2.264303	0											
28	32	16	20	-11.72352	0											
28	32	20	24	-49.17978	0.013188										
29	32	2	5	-0.271119	0.000139										
29	32	5	8	-0.617045	0.001052										
29	32	8	11	-0.687642	0.000922										
29	32	11	14	-1.328015	0.001844										
29	32	14	17	-3.209056	0.004718										
29	32	17	20	-6.159904	0.007917										
29	32	20	23	-10.71706	0.015196										
29	32	23	26	-217.9384	0.307552										
30	32	12	14	-0.595481	0.000375										
30	32	14	16	-0.491865	0.000622										
30	32	16	18	-2.869844	0.002251										
30	32	18	20	-2.664517	0.001678										
30	32	20	22	-2.52268	0.002251										
30	32	22	24	-17.68603	0.014079										
30	32	24	26	-116.0442	0.096058										
30	32	26	28	-345.7394	0.235294										
31	32	22	23	-2.179651	0.000597										
31	32	23	24	-6.706323	0.00169											
31	32	24	25	-16.17869	-0.000037										
31	32	25	26	-35.73765	0											
31	32	26	27	-43.33003	-0.000298										
31	32	27	28	-81.52175	-0.000597										
31	32	28	29	-300.4707	-0.009563										
31	32	29	30	-927.6027	0.306042										
2	3	1	4	1154.734	0.344907										
3	4	2	5	2478.615	1.150903										
3	5	1	7	688.9481	0.407896										
4	5	3	6	1833.827	1.331094										
4	6	2	8	869.355		1.295903											
5	6	4	7	2651.456	1.9487											
4	7	1	10	366.1667	0.30492											
5	7	3	9	451.6765	0.145613										
6	7	5	8	1305.038	0											
5	8	2	11	396.3464	0.155464										
6	8	4	10	563.7728	0.205113										
7	8	6	9	1181.163	0.274056										
5	9	1	13	294.0445	0											
6	9	3	12	402.3956	0.277074										
7	9	5	11	804.4339	0.229833										
8	9	7	10	1002.212	0.73465											
6	10	2	14	252.6907	0.150065										
7	10	4	13	345.6441	0.126638										
8	10	6	12	699.1385	0.287155										
9	10	8	11	666.4753	0.606671										
6	11	1	16	148.5341	0.107365										
7	11	3	15	199.0431	0.144262										
8	11	5	14	310.2184	0.394184										
9	11	7	13	200.7566	0.300803										
10	11	9	12	569.5759	2.232104										
7	12	2	17	118.6828	0.032197										
8	12	4	16	191.7722	0.045762										
9	12	6	15	225.8679	0.05957											
10	12	8	14	472.6763	0											
11	12	10	13	1141.481	0.299029										
7	13	1	19	107.1734	-0.002778										
8	13	3	18	115.365		0.056459											
9	13	5	17	91.49404	0.052365										
10	13	7	16	307.3886	0.290783										
11	13	9	15	1007.774	1.140142										
12	13	11	14	2715.915	2.743138										
8	14	2	20	90.48936	0											
9	14	4	19	66.70911	0.01622											
10	14	6	18	98.56963	0											
11	14	8	17	161.8167	0.053877										
12	14	10	16	560.1337	0.380134										
13	14	12	15	611.1141	0.652443										
8	15	1	22	70.49008	0.03925											
9	15	3	21	53.36369	0.025383										
10	15	5	20	67.86276	0.033959										
11	15	7	19	102.9882	0.076612										
12	15	9	18	230.8211	0.141237										
13	15	11	17	210.2268	0.164882										
14	15	13	16	2145.056	2.337919										
9	16	2	23	47.73315	0											
10	16	4	22	56.43637	0.023044										
11	16	6	21	82.5256		0.055911											
12	16	8	20	93.91364	0.049302										
13	16	10	19	157.1087	0.129368										
14	16	12	18	454.183		0.305067											
15	16	14	17	786.8732	1.686953										
9	17	1	25	38.18361	0											
10	17	3	24	71.28183	0											
11	17	5	23	114.0539	-0.002431										
12	17	7	22	139.4244	0.055923										
13	17	9	21	198.7928	0.079454										
14	17	11	20	321.8829	0											
15	17	13	19	956.3267	-0.083868										
16	17	15	18	875.8127	0.228644										
10	18	2	26	41.77102	0.012367										
11	18	4	25	53.34597	0.022362										
12	18	6	24	123.4769	0.088513										
13	18	8	23	188.2225	0.104886										
14	18	10	22	323.4778	0.100843										
15	18	12	21	539.6959	0.153211										
16	18	14	20	951.0415	0.664442										
17	18	16	19	1371.04		10.00997											
10	19	1	28	37.15882	0.205907										
11	19	3	27	43.26325	0.104722										
12	19	5	26	53.49511	0.085141										
13	19	7	25	55.01469	0.125332										
14	19	9	24	174.6296	0.414612										
15	19	11	23	280.9558	1.065509										
16	19	13	22	542.1058	1.302495										
17	19	15	21	433.1039	1.022386										
18	19	17	20	511.1466	0.258024										
11	20	2	29	41.05801	0.010693										
12	20	4	28	47.43391	0.026671										
13	20	6	27	49.62524	0.010591										
14	20	8	26	61.94016	0.024587										
15	20	10	25	97.57676	0.027368										
16	20	12	24	248.9903	0.102474										
17	20	14	23	338.5766	0.207421										
18	20	16	22	469.1049	0.291946										
19	20	18	21	1954.117	2.014906										
11	21	1	31	33.69937	0.011408										
12	21	3	30	38.71		0.029098											
13	21	5	29	44.35337	0											
14	21	7	28	52.41226	0.018611										
15	21	9	27	75.90499	0											
16	21	11	26	83.78906	0.023324										
17	21	13	25	81.15647	0.018373										
18	21	15	24	218.1458	0.096552										
19	21	17	23	562.3478	0.992314										
20	21	19	22	1209.594	0.799888										
12	22	2	32	29.97776	0.024627										
13	22	4	31	33.56679	0.032808										
14	22	6	30	43.02158	0.037712										
15	22	8	29	50.1199		0.041342											
16	22	10	28	70.69522	0.055677										
17	22	12	27	51.81766	0.048771										
18	22	14	26	70.72814	0.046709										
19	22	16	25	78.46749	0.284453										
20	22	18	24	667.3404	0.798726										
21	22	20	23	1525.341	1.789456										
14	23	5	32	34.30443	0.013337										
15	23	7	31	41.93638	0.012378										
16	23	9	30	61.87397	0.017716										
17	23	11	29	47.88407	0.0186											
18	23	13	28	72.88854	0											
19	23	15	27	74.56		0.208421											
20	23	17	26	155.0839	0.113525										
21	23	19	25	381.9823	0.187218										
22	23	21	24	1483.926	0.569191										
16	24	8	32	49.98964	0.02549											
17	24	10	31	56.47852	0.021214										
18	24	12	30	72.16899	0											
19	24	14	29	97.09603	0.373685										
20	24	16	28	110.9401	0.064741										
21	24	18	27	366.4782	0.326704										
22	24	20	26	595.126		0.312755											
23	24	22	25	889.6026	0.616216										
18	25	11	32	69.06653	0.029684										
19	25	13	31	117.2428	1.209809										
20	25	15	30	144.3251	0.123532										
21	25	17	29	251.6783	0.198497										
22	25	19	28	478.8423	0.186106										
23	25	21	27	777.917		0.568291											
24	25	23	26	1451.136	1.404996										
20	26	14	32	118.2569	0.050667										
21	26	16	31	177.6133	0.068105										
22	26	18	30	425.5929	0.09372											
23	26	20	29	629.5315	0.210897										
24	26	22	28	787.5905	0.292404										
25	26	24	27	735.0214	0.282186										
22	27	17	32	202.7393	0											
23	27	19	31	403.663		0.09879												
24	27	21	30	536.541		0.194047											
25	27	23	29	459.1798	-0.042946										
26	27	25	28	859.444		0.595592											
24	28	20	32	285.7388	0.100565										
25	28	22	31	299.3386	0.09767											
26	28	24	30	492.4003	0.34199											
27	28	26	29	897.9428	0.634754										
26	29	23	32	235.3721	0.178302										
27	29	25	31	678.4167	0.317562										
28	29	27	30	1876.027	2.163287										
28	30	26	32	689.9643	0.984312										
29	30	28	31	1631.043	3.444332										
30	31	29	32	1611.245	-0.160296										
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
